"","Protein.Group","Protein.Names","Genes","First.Protein.Description","MOLM13_2W_2","MOLM13_WT_1","MV4_11_6W_1","MV4_11_WT_1","OCI_6W_2","OCI_WT_1","MOLM13_2W_3","MOLM13_6W_1","MOLM13_6W_2","MOLM13_6W_3","MOLM13_WT_2","MOLM13_WT_3","MV4_11_2W_1","MV4_11_2W_2","MV4_11_2W_3","MV4_11_6W_2","MV4_11_6W_3","MV4_11_WT_2","MV4_11_WT_3","OCI_2W_1","OCI_2W_2","OCI_2W_3","OCI_4W_2","OCI_6W_1","OCI_6W_3","OCI_WT_2","OCI_WT_3"
"10461","Q9UQ84","EXO1_HUMAN","EXO1",NA,2293620,1780820,1402840,2306800,1338270,2432990,2445000,1841040,2411260,1650830,1492410,1660270,1931310,1620820,1805310,1469930,2123000,1742780,2320320,2905700,2417790,2459480,2142730,1366640,1660650,2873500,2794480
"10462","Q9UQ88","CD11A_HUMAN","CDK11A",NA,32483100,29674600,29022800,27787900,18537600,18544300,34077000,29660300,28145800,34689300,28513900,31721200,34980400,32708300,32165500,28528200,37138100,34981200,33192300,20285900,20126700,22126000,22866100,17728300,16802800,20880600,21774100
"10463","Q9UQ90","SPG7_HUMAN","SPG7",NA,4660100,4426330,3811920,5647650,5927730,4412830,4443510,4323740,4816480,3923990,4989030,4605170,6296790,6621590,5239520,5509290,5043940,5659740,6046830,3882000,3962180,4427750,4270760,4570900,5447330,4509560,4025770
"10464","Q9UQB8","BAIP2_HUMAN","BAIAP2",NA,NA,NA,NA,3507190,5937890,3637520,NA,NA,675400,865730,NA,NA,6917250,4770680,5435940,3855080,3653800,3847160,3472480,5200750,5505670,5612000,5651720,3999460,5105690,4199700,3795880
"10465","Q9UQC2","GAB2_HUMAN","GAB2",NA,20144000,18825900,15049400,9384290,3959280,NA,17860600,14991700,13085600,10966200,19293000,20508900,8020860,8793770,9390300,9365880,7970140,8222000,9313460,NA,NA,2499410,NA,3881460,5983540,NA,2995840
"10466","Q9UQE7","SMC3_HUMAN","SMC3",NA,68021900,62032700,69250300,47924000,57263900,63419500,67364800,65048500,62084000,69864200,62826200,63001200,56927100,59475800,53126300,55020800,63911800,56162100,54193500,59167900,58987700,60549200,56184900,60871600,52981600,67406400,65830800
"10467","Q9UQL6","HDAC5_HUMAN","HDAC5",NA,4503820,2839320,3168440,4477340,5270140,4863530,4415780,3545330,4357690,4171990,2950440,2864920,5365930,5029560,4312020,5338250,4434550,4319960,4186760,3905420,5135500,5540260,3467570,4274760,4654370,4606420,5635220
"10468","Q9UQN3","CHM2B_HUMAN","CHMP2B",NA,12499800,13194800,12619500,9699960,15017400,14687500,13083600,14477400,11035600,11518300,14853900,13067400,8935330,7726640,8946080,8441990,8062620,8970920,9606560,14825300,14089100,13393000,15211800,17518900,17593100,14483900,14354900
"10469","Q9UQQ1","NALDL_HUMAN","NAALADL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193195,NA,NA,NA,NA,NA,NA,NA,38288.4,NA,NA
"10470","Q9UQQ2","SH2B3_HUMAN","SH2B3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662746,NA,NA,NA,NA,NA,NA,NA,NA
"10471","Q9UQR0","SCML2_HUMAN","SCML2",NA,13727100,13201200,12706100,8359830,11961000,10053200,13763300,11983600,10795600,14238100,12331000,13838600,8518060,7653000,7226900,11096700,10347700,10277200,9672310,11184900,12626300,11895000,11568900,10174800,9628040,12274200,12982800
"10472","Q9UQR1","ZN148_HUMAN","ZNF148",NA,7975220,6605490,8230490,8142330,8586290,8579590,7529550,7578220,9069260,7898710,8417400,8215320,9226400,9352520,10907600,11118900,10225500,8562570,8875870,9760660,8276930,8817660,8915520,9760450,9531200,10212400,9348500
"10473","Q9UQV4","LAMP3_HUMAN","LAMP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770660,NA
"10474","Q9Y217","MTMR6_HUMAN","MTMR6",NA,21304900,20734500,19739200,12143500,26280700,25758600,20338100,19719500,20021500,21223300,17878200,19557400,13869600,13025200,12821700,12639600,14815000,13506900,12875600,22812900,20771500,21958200,21320700,23333700,27318800,24416300,23274700
"10475","Q9Y219","JAG2_HUMAN","JAG2",NA,601219,885640,767937,NA,NA,NA,792620,562502,928036,NA,695101,794022,NA,NA,NA,NA,NA,NA,537479,NA,NA,NA,NA,NA,NA,NA,NA
"10476","Q9Y221","NIP7_HUMAN","NIP7",NA,83940400,93692600,82672800,56392900,73838000,64441000,80406500,76255100,68631300,87272900,85185000,73945500,62366400,52417600,58518000,74674000,68226300,82044900,71587000,83950000,65309200,68843700,72293400,72562300,81408200,65824900,60533300
"10477","Q9Y223","GLCNE_HUMAN","GNE",NA,9932750,8732730,7573800,13404900,25925500,28569100,10575200,7648530,7828000,8136240,8989060,9408630,15085300,14262700,14337400,13260500,15652400,14439700,14062100,27443100,25582300,26126400,27403200,27634600,27969300,25992400,24582700
"10478","Q9Y224","RTRAF_HUMAN","RTRAF",NA,112445000,106335000,112770000,88336000,73979500,81019500,97548700,113734000,110103000,133148000,93748800,112265000,90635000,84280700,73887000,83000400,95152000,82040700,88504000,79510200,88129200,89560500,93928200,73682800,66535200,101122000,105401000
"10479","Q9Y227","ENTP4_HUMAN","ENTPD4",NA,NA,NA,NA,1830450,1064600,1209250,NA,NA,NA,NA,NA,NA,1485920,1773150,1416180,1479550,1515220,1644510,1724600,1555970,1133090,1035220,NA,957934,1121700,1203180,1119000
"10480","Q9Y228","T3JAM_HUMAN","TRAF3IP3",NA,26905800,11537900,16405900,23328800,34443500,40557900,24239200,14025400,18175900,14924100,13215100,12990100,27157800,27032200,32894700,27521700,22774100,19912000,18448500,36267700,31321000,33122600,35593400,32096800,31776000,33318100,32715100
"10481","Q9Y230","RUVB2_HUMAN","RUVBL2",NA,180687000,172015000,174916000,173175000,177616000,200708000,188115000,178749000,166076000,153317000,176561000,174046000,156262000,169251000,160799000,172765000,139487000,165446000,171119000,187358000,153980000,186157000,200976000,183668000,197837000,172529000,181608000
"10482","Q9Y231","FUT9_HUMAN","FUT9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939611,NA,NA,NA,NA,NA,NA,NA,NA
"10483","Q9Y232","CDYL_HUMAN","CDYL",NA,7866630,8072870,10695400,3138900,5628790,6156850,8109400,7644760,7192850,8086430,8702770,7493990,2938290,3696050,2291000,3134230,3200700,3429520,2954490,6711480,6916280,6715310,7332780,7965150,5703590,5731190,5436720
"10484","Q9Y237","PIN4_HUMAN","PIN4",NA,36645800,30721200,29214400,41996700,38546800,33932500,27435400,32043900,38221900,30695700,31882700,30895900,44599700,39708300,50431500,46793600,48711100,38982500,44779500,38713200,35741000,38379100,35213800,37877600,38465800,39822100,39028800
"10485","Q9Y240","CLC11_HUMAN","CLEC11A",NA,23263400,25051000,13522900,99151300,31159700,71779400,23121700,22261100,16043000,20358800,29534300,28394200,54496400,60708700,57044900,72380800,56957700,87228600,95787500,31943800,30737300,34234300,34502800,37212900,35912300,64032500,67663500
"10486","Q9Y241","HIG1A_HUMAN","HIGD1A",NA,1966870,2017290,2894380,2163330,2188760,1519600,2278380,2417920,1994620,2439680,3063870,2957410,1449410,2366730,1720300,2002040,1649080,1878470,1957860,1443900,2503950,2212660,1498290,1530180,1499140,1658760,2154960
"10487","Q9Y243","AKT3_HUMAN","AKT3",NA,NA,1443930,878768,NA,5863300,1445880,619404,851333,1622330,962580,1058070,1329280,NA,NA,NA,NA,NA,NA,NA,NA,628016,NA,2188730,NA,4811950,795361,NA
"10488","Q9Y244","POMP_HUMAN","POMP",NA,25552700,15497400,20389500,28630400,16572100,31549800,22345600,23988900,29489100,22455400,17470100,16677600,19736200,22254100,17342500,13505400,18095900,22445800,26986900,26921800,31075900,27370000,15554300,15902300,14263600,36587800,37843500
"10489","Q9Y248","PSF2_HUMAN","GINS2",NA,10377700,10137000,12801100,9448310,10596400,11032400,7612110,10498900,10035900,12134300,7739960,7556860,6958100,7677980,7818050,7266940,10173500,8007320,9212730,8540260,12313700,9859250,7786160,8312450,8406920,10976600,13277400
"10490","Q9Y250","LZTS1_HUMAN","LZTS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954494,1115300,1053210,1039980,762176,NA,392025,NA,NA,NA,NA,NA,NA,NA,NA
"10491","Q9Y251","HPSE_HUMAN","HPSE",NA,4189220,2145380,1831000,5329480,3803850,5540740,3856080,2260100,2819270,3407480,1620900,2531650,16207600,13087000,16475600,10671300,8554100,5589100,5462630,5813560,6374180,5498910,7194860,4251220,3149210,5743030,5943060
"10492","Q9Y252","RNF6_HUMAN","RNF6",NA,1943600,2847300,1644730,124763,376313,152420,1185090,1608430,503925,688818,1425550,432768,452869,873259,NA,1219700,NA,285848,1585600,NA,440389,243552,610273,952961,NA,490652,566999
"10493","Q9Y253","POLH_HUMAN","POLH",NA,2023350,2968950,1574190,NA,944577,NA,2259380,1592740,2337030,1468340,3653000,2160690,NA,755019,NA,NA,2199490,2275000,1494870,NA,1156170,NA,NA,NA,2310800,1688970,1395380
"10494","Q9Y255","PRLD1_HUMAN","PRELID1",NA,1154750,2816540,NA,2056690,1878670,1659520,1229090,1351290,1707900,1332150,2366480,2134110,1474020,892461,1144520,1183260,1215720,1792220,1934030,2249560,2517400,2487180,NA,2169440,NA,1747010,1995520
"10495","Q9Y256","FACE2_HUMAN","RCE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,239109,347475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326034,NA,NA,NA,NA,NA
"10496","Q9Y257","KCNK6_HUMAN","KCNK6",NA,673234,NA,NA,NA,489709,NA,455336,NA,357742,NA,833636,633973,374344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565097
"10497","Q9Y259","CHKB_HUMAN","CHKB",NA,1553750,NA,2384330,3193690,2189150,1677660,1251510,1082950,1239180,1350820,994846,1243880,3879460,3597710,3638370,4170850,3264560,3090270,2614010,2385450,1959440,2552220,2287270,2850870,1899340,2298320,2909140
"10498","Q9Y262","EIF3L_HUMAN","EIF3L",NA,125488000,150615000,142846000,181678000,106208000,125898000,130553000,140361000,118333000,119785000,148651000,143549000,154512000,158159000,163666000,158371000,148906000,176174000,173843000,120852000,125031000,1.12e+08,119959000,134314000,112941000,117319000,121284000
"10499","Q9Y263","PLAP_HUMAN","PLAA",NA,46959800,53565300,52678300,50474400,50451900,44157200,46177100,48159600,47266700,42589000,49450600,47330100,53263300,54659400,49798500,50188600,50212200,47350000,49266100,35264700,40392700,34063900,48602200,39314500,50100500,42478000,44400000
"10500","Q9Y265","RUVB1_HUMAN","RUVBL1",NA,296801000,273932000,261906000,272007000,329171000,329343000,295325000,274658000,292160000,275798000,264931000,261198000,272173000,276152000,253693000,264046000,233468000,239112000,275361000,290292000,278368000,316462000,322218000,249674000,290251000,299924000,326048000
"10501","Q9Y266","NUDC_HUMAN","NUDC",NA,280802000,291722000,388984000,314628000,277026000,254930000,283021000,402532000,304869000,342603000,297818000,299453000,308147000,338707000,315025000,288272000,315843000,288998000,304819000,278030000,310742000,265675000,348566000,284204000,278307000,254616000,250579000
"10502","Q9Y275","TN13B_HUMAN","TNFSF13B",NA,NA,NA,NA,NA,NA,2168980,NA,NA,NA,NA,223514,NA,NA,NA,NA,NA,NA,NA,NA,1644930,NA,NA,2999720,3390730,1704380,1527070,NA
"10503","Q9Y276","BCS1_HUMAN","BCS1L",NA,9503320,11235300,10651300,12415800,8135770,9922810,9794950,11404000,10987900,9993080,10498200,10342300,13264700,12243300,10880200,12238400,12272700,12837200,11235100,7970220,7863480,8269210,7739350,6847700,7663800,9552500,8723560
"10504","Q9Y277","VDAC3_HUMAN","VDAC3",NA,270172000,319117000,263893000,335458000,336161000,419934000,293742000,284323000,301210000,226519000,330980000,303229000,295910000,297870000,300164000,310715000,259025000,336291000,301544000,327243000,250402000,278008000,317094000,343181000,358290000,355287000,280393000
"10505","Q9Y282","ERGI3_HUMAN","ERGIC3",NA,30012800,30838100,29556500,47029800,38250600,40833800,28447200,31230500,34607100,28353400,26743100,29426200,51718300,44773700,47780100,41758400,46522000,44101000,48168000,31318100,32247500,28529100,35830200,37702600,39632700,37344900,37854800
"10506","Q9Y285","SYFA_HUMAN","FARSA",NA,131020000,149116000,137861000,156811000,111192000,109728000,130684000,146212000,115880000,150636000,131967000,150610000,151496000,149745000,141657000,143220000,152269000,141876000,145963000,105445000,100661000,103238000,111136000,105248000,110465000,113231000,111930000
"10507","Q9Y286","SIGL7_HUMAN","SIGLEC7",NA,NA,NA,NA,3328460,NA,NA,NA,NA,NA,NA,NA,NA,2977940,3297070,2621680,1456450,2728040,2954770,2617200,1439810,757912,NA,NA,NA,NA,NA,NA
"10508","Q9Y287","ITM2B_HUMAN","ITM2B",NA,5162170,5265360,5558780,27887500,4082260,8599740,5070180,6670660,5295260,4925360,6697460,7731890,20326700,18174000,21450800,25280900,22099900,26162900,29456900,7300880,7045500,4447520,11971400,6061180,6019760,9463550,9328700
"10509","Q9Y289","SC5A6_HUMAN","SLC5A6",NA,6101420,9327100,6927520,12721300,10267900,6772530,4657440,8541160,7937050,7948980,8000370,6148640,9057060,8968660,9128540,8910920,9910610,9643580,11990500,8615530,5810160,9212140,12546400,11357500,8665300,7083670,6138190
"10510","Q9Y291","RT33_HUMAN","MRPS33",NA,2490810,2099880,1438970,1539490,3329400,2690160,2262190,2342050,2530340,3303490,1303970,2065220,2407100,1367080,1368410,1379430,2275100,2289230,2267410,2290020,3217060,2995140,2074380,1923870,2044000,2352910,2685600
"10511","Q9Y294","ASF1A_HUMAN","ASF1A",NA,14632300,13306300,18468100,11177400,8508500,7814440,19823300,29810200,17511600,18576800,24015800,23106600,16596200,15080400,11936700,14710900,11894900,14079400,15568000,10828400,10859100,11301800,12756500,10281600,12313600,11423300,10505800
"10512","Q9Y295","DRG1_HUMAN","DRG1",NA,145856000,128417000,157376000,135269000,100721000,94255900,154078000,159638000,141047000,140968000,136897000,133280000,119191000,114859000,119118000,119725000,124307000,130115000,127862000,93029200,85178100,86532200,90022600,104829000,114684000,98301100,90273900
"10513","Q9Y296","TPPC4_HUMAN","TRAPPC4",NA,7611800,7840510,7052690,14694900,8103620,9043900,7524970,7184000,8114420,7467790,8148110,7334710,10067300,11135000,11256700,12614200,8853860,13558900,12598400,9756470,8228890,9108740,7106280,8170810,9005410,6452420,6553290
"10514","Q9Y297","FBW1A_HUMAN","BTRC",NA,NA,NA,NA,721269,821519,722979,456415,577794,884957,652097,NA,NA,1014530,952355,NA,NA,721919,977334,906643,1146840,972763,959031,1220750,NA,1013890,1048320,811924
"10515","Q9Y2B0","CNPY2_HUMAN","CNPY2",NA,53916800,44555800,41996300,37309900,42316100,41122200,49043100,50869000,51930500,45924700,44257200,47176000,40191700,36505200,41120300,41990800,38955800,35243500,37093800,39683100,33088300,36792800,36398900,47159300,38484100,38923500,35994600
"10516","Q9Y2B1","RXLT1_HUMAN","RXYLT1",NA,691075,878939,874334,NA,728033,NA,NA,932352,838782,781502,969616,782773,NA,NA,711951,NA,781645,951430,NA,853012,800048,844556,804745,NA,NA,NA,759873
"10517","Q9Y2B9","IPKG_HUMAN","PKIG",NA,NA,NA,1837270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10518","Q9Y2C2","UST_HUMAN","UST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38057.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10519","Q9Y2C3","B3GT5_HUMAN","B3GALT5",NA,NA,NA,311149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198824,NA,NA,NA,NA,NA,NA,NA,NA
"10520","Q9Y2C4","EXOG_HUMAN","EXOG",NA,1780120,2326570,2031050,884045,3080020,2052610,1248820,1608120,1506870,2267690,2472310,2134720,NA,1031770,857522,1165930,839136,1024750,1436810,1881800,3119370,2352700,2051670,1330310,1991240,2047990,1991470
"10521","Q9Y2C5","S17A4_HUMAN","SLC17A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2914930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10522","Q9Y2D5","PLAK2_HUMAN","PALM2AKAP2",NA,31745300,37627400,33859900,51822700,34311300,41631900,26210600,36147500,12319500,28523200,36099800,38637900,33801700,34279600,48176500,50795900,44407000,41600500,41332300,26821800,27255100,29402600,30277400,33671500,32459800,34379100,35445800
"10523","Q9Y2E5","MA2B2_HUMAN","MAN2B2",NA,5679400,4160350,3121060,3762800,7113110,7192660,4882970,5394150,4473140,6434230,3301660,4639100,6448360,4793890,5362170,4901620,5522260,4603230,5486340,5997890,5060020,7167790,7802970,7336440,7062110,8470500,8383080
"10524","Q9Y2E8","SL9A8_HUMAN","SLC9A8",NA,862602,NA,981784,947056,784605,NA,709336,709648,750423,832514,805830,798279,NA,820607,1155420,1011200,NA,NA,NA,NA,989280,NA,NA,947281,NA,NA,NA
"10525","Q9Y2F5","ICE1_HUMAN","ICE1",NA,579100,555006,NA,NA,NA,NA,639818,552810,539291,422025,498027,696661,NA,303681,NA,623029,NA,424807,546209,308749,NA,248423,NA,NA,NA,399046,405084
"10526","Q9Y2F9","BTBD3_HUMAN","BTBD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215772,NA,NA,NA,NA,NA,NA,NA,NA
"10527","Q9Y2G2","CARD8_HUMAN","CARD8",NA,11893200,6958300,6391720,12648300,14027200,10025000,11170100,8036960,7833520,9606710,6925300,7676120,8659420,7298980,8303200,9865800,8634500,10470700,10943900,9704390,11215400,12096100,9259560,10264500,9996720,8803300,9685760
"10528","Q9Y2G3","AT11B_HUMAN","ATP11B",NA,5223460,4722260,4801440,4375240,7513730,7328250,5326990,5569890,4417860,4454280,5131140,4886180,3279350,3049970,2724390,4034140,3027450,4149280,4064210,5867620,5928530,6475100,4873030,8227870,8069060,6282270,6636070
"10529","Q9Y2G5","OFUT2_HUMAN","POFUT2",NA,1226600,1176610,1594770,4955400,2670270,3859650,1596370,1640020,1684890,NA,1485530,2086600,4913870,4202850,4028800,4226570,3521490,3698970,4361210,3199480,1689930,1574500,3186200,3905770,5186180,4093530,3263910
"10530","Q9Y2G7","ZFP30_HUMAN","ZFP30",NA,3991970,5085860,3599480,NA,NA,NA,2224070,NA,NA,NA,2459020,2671640,NA,NA,NA,4489090,NA,6936050,NA,3882970,5200730,NA,NA,3887050,4582440,NA,NA
"10531","Q9Y2G8","DJC16_HUMAN","DNAJC16",NA,2299760,1310910,1739870,3340540,3720150,2542670,2276350,1185230,1712110,1115400,2106780,1924940,3309900,2971480,2268190,3105640,2730600,3377610,2624100,3568000,2800110,3218780,3399580,2976000,2707740,2987050,3395450
"10532","Q9Y2G9","SBNO2_HUMAN","SBNO2",NA,1679590,NA,2069640,2192180,NA,1138550,2036850,1595390,976344,1679740,777537,1262410,2304810,1657620,NA,1309290,1766810,2013690,2078570,NA,NA,NA,1017950,NA,1429920,NA,NA
"10533","Q9Y2H0","DLGP4_HUMAN","DLGAP4",NA,14570700,11427800,12309700,10750100,14834900,13574100,14039700,14140000,16135000,11346700,12885100,12893200,13471400,14953900,14919900,11555600,12710400,8894310,10725800,13128400,13399100,13721000,12559400,12773300,12375800,14701400,16141100
"10534","Q9Y2H1","ST38L_HUMAN","STK38L",NA,6657090,5950720,6059560,6032860,12365800,8070350,6819480,6550580,7299230,5702670,5194540,5596360,6040260,3826800,6217650,5117700,6117050,7257420,6629820,7932820,6394280,8514780,7645510,8213370,10609800,7386580,7944390
"10535","Q9Y2H2","SAC2_HUMAN","INPP5F",NA,877098,444009,437676,2052470,1020400,877663,768493,627663,1020920,508509,574588,541884,2501590,2509830,2207240,1737110,1400710,1838000,1637500,789819,855242,752338,749886,851604,935953,796807,712499
"10536","Q9Y2H6","FND3A_HUMAN","FNDC3A",NA,5548780,4431840,4350320,5742330,5621840,7948200,5646970,5088810,4731910,3796260,4675340,4833410,4497570,4596580,4678360,4994250,3493450,4370010,3963210,4815960,2854540,3485660,6108050,7701560,7345150,6070420,5722040
"10537","Q9Y2I1","NISCH_HUMAN","NISCH",NA,8915600,7751210,7249760,6329900,9194030,7561880,8587140,7680780,8911020,8637750,7868180,8373200,7780910,6577970,6844860,5858460,6630240,6872740,7209750,9052410,9126230,8823670,8936470,7377290,8470490,8101830,8704650
"10538","Q9Y2I7","FYV1_HUMAN","PIKFYVE",NA,3524020,3368790,3538350,6424250,5783830,6279500,3267580,3443540,3610550,3620070,3137140,3294380,6773320,6265230,6087380,5801220,6651480,6278140,6504610,4804620,5437660,5436640,5409450,5548600,5127720,5596190,5638070
