"","MOLM13_2W_2","MOLM13_WT_1","MV4_11_6W_1","MV4_11_WT_1","OCI_6W_2","OCI_WT_1","MOLM13_2W_3","MOLM13_6W_1","MOLM13_6W_2","MOLM13_6W_3","MOLM13_WT_2","MOLM13_WT_3","MV4_11_2W_1","MV4_11_2W_2","MV4_11_2W_3","MV4_11_6W_2","MV4_11_6W_3","MV4_11_WT_2","MV4_11_WT_3","OCI_2W_1","OCI_2W_2","OCI_2W_3","OCI_6W_1","OCI_6W_3","OCI_WT_2","OCI_WT_3"
"P09651",1.26532,1.26965,1.26742,1.25667,1.25959,1.25478,1.26893,1.2701,1.26679,1.27887,1.26781,1.27223,1.26772,1.26821,1.26373,1.26833,1.27548,1.27181,1.27236,1.2632,1.27406,1.26696,1.26382,1.25961,1.26843,1.26741
"P09661",1.15977,1.15762,1.16507,1.14992,1.15968,1.15949,1.16119,1.16039,1.15531,1.16717,1.16582,1.16478,1.15567,1.1575,1.15336,1.15025,1.15684,1.15099,1.15445,1.164,1.15829,1.1603,1.16547,1.15882,1.1654,1.15941
"P09669",1.19603,1.21012,1.17674,1.19339,1.21265,1.19661,1.19721,1.19126,1.20405,1.19529,1.20362,1.2076,1.17849,1.18642,1.17864,1.18191,1.18599,1.19576,1.19367,1.20284,1.19808,1.20515,1.20719,1.21614,1.2024,1.20167
"P09874",1.17869,1.16312,1.16823,1.14129,1.1967,1.19054,1.18016,1.15454,1.18662,1.1717,1.15474,1.15647,1.14969,1.14525,1.1467,1.15047,1.15645,1.15632,1.1564,1.19672,1.19246,1.19784,1.18625,1.1967,1.19694,1.19765
"P09884",1.01373,1.02694,1.02777,1.01718,0.99941,1.02252,1.0144,1.02744,1.01903,1.02562,1.02489,1.02054,1.01079,1.01157,1.00401,1.00247,1.02252,1.02433,1.02613,1.01999,1.01728,1.00802,1.01035,1.0146,1.03031,1.02375
"P09960",1.08425,1.09552,1.0954,1.04539,1.18881,1.18463,1.08149,1.083,1.10018,1.09098,1.09223,1.09331,1.02687,1.01623,1.03128,1.05441,1.04335,1.04479,1.0465,1.19201,1.18244,1.19034,1.18107,1.18249,1.18069,1.18165
"P09972",1.0827,1.06173,1.08179,1.07648,1.13548,1.15044,1.08215,1.06333,1.08337,1.06968,1.06333,1.06286,1.09554,1.08987,1.10251,1.11371,1.10166,1.08067,1.08143,1.10847,1.11811,1.12823,1.15395,1.12849,1.14237,1.14074
"P0C0L4",0.84616,0.85767,0.88001,0.91983,0.84179,0.8605,0.80808,0.83555,0.858480808818844,0.856097188253765,0.85362,0.85549,0.89433,0.8766,0.88051,0.88009,0.86897,0.90809,0.92612,0.85814,0.87199,0.87998,0.860668330761207,0.85105,0.87267,0.84575
"P0C0S5;Q71UI9",1.29407,1.29307,1.28433,1.25866,1.28784,1.29721,1.29,1.28124,1.28457,1.27626,1.29374,1.29879,1.27297,1.2832,1.26817,1.27179,1.28692,1.27433,1.27712,1.28853,1.29319,1.29493,1.30771,1.28578,1.30515,1.2921
"P0C1Z6",0.95046,0.94714,0.95536,0.96166,0.94593,0.95013,0.94647,0.94899,0.93147,0.94309,0.94327,0.94408,0.94202,0.94813,0.95005,0.94776,0.95401,0.94848,0.95388,0.9322,0.95187,0.94907,0.95029,0.92438,0.94169,0.93813
"P0C2W1",0.93096,0.91444,0.90062,0.92149,0.91572,0.95221,0.93366,0.92651,0.91143,0.85776,1.0086,0.92427,0.89657,0.92047,0.92121,0.88921,0.90047,0.90092,0.89762,0.93344,0.99524,0.93247,0.97767,0.99244,0.92041,0.90906
"P0C7P0",0.9257,0.94829,0.91666,0.93372,0.93973,0.93448,0.93108,0.91442,0.91732,0.95095,0.94483,0.94457,0.96302,0.94388,0.9487,0.94368,0.95134,0.96369,0.96016,0.95572,0.95043,0.92962,0.9484,0.95498,0.92953,0.92211
"P0CAP2",0.95677,0.94797,0.9629,0.95793,0.95184,0.95524,0.95571,0.95737,0.95516,0.97193,0.95619,0.95136,0.96824,0.95746,0.97411,0.97088,0.96783,0.95359,0.95222,0.95873,0.95822,0.95405,0.95436,0.96146,0.9543,0.94978
"P0CG12",1.04639,1.03552,1.04075,1.03663,1.05236,1.05983,1.03948,1.0374,1.05431,1.03935,1.0448,1.04537,1.03089,1.0266,1.05075,1.05273,1.04107,1.02955,1.03294,1.06102,1.05808,1.05652,1.06267,1.06797,1.05921,1.05604
"P0CG13",0.86549,0.87698,0.89083,0.84971,0.84576945273143,0.86129,0.86224,0.87159,0.85684,0.8698,0.82913,0.86168,0.8419,0.84343,0.84738,0.82914,0.84345,0.86097,0.85593,0.852105511882342,0.857586436833941,0.84716,0.84757,0.84574,0.85365,0.83873
"P0CG22",0.9883,0.99081,0.97434,0.93492,0.9577,0.99278,0.98426,0.97013,0.95658,0.97553,0.99265,0.99501,0.90419,0.92048,0.91701,0.94474,0.8974,0.94572,0.93464,0.98335,0.98531,0.99607,0.99087,0.94595,0.97576,0.97884
"P0CG39",1.44509,1.4462,1.44903,1.45246,1.4484,1.45239,1.44131,1.44847,1.44544,1.43686,1.44753,1.43714,1.44148,1.45537,1.44261,1.44679,1.43509,1.43325,1.43931,1.44885,1.43662,1.45602,1.45019,1.45205,1.45622,1.4514
"P0CJ78",0.89679,0.89002,0.8827,0.8777,0.88277,0.87113,0.89146,0.88399,0.86233,0.90854,0.89688,0.90723,0.88453,0.87703,0.87876,0.894,0.89121,0.90693,0.90072,0.87861,0.89466,0.89673,0.86531,0.85775,0.88353,0.89582
"P0CJ79",0.85076,0.84987,0.84961,0.87353,0.85318692495454,0.86284,0.83727,0.85675,0.8444,0.85609,0.84693,0.86788,0.85742,0.85746,0.85756,0.88161,0.86261,0.8836,0.88428,0.82646,0.83599,0.84732,0.83628,0.83261,0.8358,0.85676
"P0DI81;P0DI82",0.89247,0.88031,0.85138,0.90943,0.86494,0.91423,0.87012,0.86581368936093,0.87229,0.85186,0.875535807744076,0.8848,0.89306,0.88400244230144,0.90124,0.884249440411843,0.8425,0.90107,0.91897,0.87863,0.85218,0.88025,0.883,0.8736,0.8788,0.87217
"P0DJD0",0.8366,0.85267,0.84301,0.80969,0.80676,0.83986,0.83542,0.83926,0.82334,0.83695,0.85108,0.82766,0.80952,0.81319,0.80247,0.81673,0.81578,0.80172,0.77224,0.80284,0.79203,0.79339,0.82665,0.77826,0.81447,0.78166
"P0DMV8;P0DMV9",1.19626,1.17175,1.1773,1.15494,1.13148,1.1134,1.19954,1.1952,1.19263,1.20623,1.17609,1.1744,1.16561,1.16585,1.15863,1.14126,1.15485,1.16426,1.16918,1.13499,1.13389,1.12756,1.14302,1.14419,1.12085,1.11804
"P0DP23;P0DP24;P0DP25",1.203,1.19017,1.19915,1.18845,1.19403,1.19793,1.18847,1.19295,1.18502,1.18725,1.19414,1.19604,1.19654,1.18737,1.21482,1.20742,1.19793,1.16595,1.17297,1.19882,1.20382,1.19163,1.19303,1.18295,1.19306,1.18574
"P0DP42",0.99396,0.98539,0.95614,1.03242,0.991505299218118,0.98822,0.9855,0.99448,0.987061092500309,0.97862,0.99675,1.01475,1.01616145517723,0.99391,1.01646,1.03415,1.0128329812066,1.02558,1.02283527671998,0.99626,0.994953949817691,0.99056,0.993632896136267,0.99372,0.996319446676148,1.00159
"P0DPB5",0.96626,0.96538,0.96341,0.97726,0.93936,0.95075,0.96045,0.95154,0.95062,0.97031,0.97201,0.96558,0.96582,0.97547,0.97469,0.97698,0.97295,0.96022,0.9771,0.95507,0.94259,0.9452,0.94162,0.9672,0.96187,0.96205
"P0DPB6",1.08458,1.07653,1.08867,1.05213,1.07819,1.06321,1.08105,1.08191,1.08006,1.07926,1.07745,1.07736,1.03758,1.0495,1.05415,1.04532,1.04725,1.03681,1.04189,1.07095,1.06799,1.05973,1.06179,1.06784,1.06617,1.06149
"P0DPD7",0.98355,0.99311,0.98938,0.984,1.02383,1.02694,0.98085,0.99139,0.95857,0.9879,0.99714,0.99701,0.97717,0.98186,0.96393,0.97560960748207,0.97888,0.98667,0.98736,1.00928,1.02817,1.01013,1.02772,1.02069,1.02375,1.0217
"P0DPI2",1.12502,1.12455,1.11517,1.11596,1.14179,1.13292,1.11608,1.11163,1.11884,1.11579,1.12275,1.12671,1.13031,1.12161,1.11343,1.11568,1.12,1.12103,1.12318,1.11884,1.12253,1.12763,1.12735,1.13409,1.13622,1.13067
"P0DTL6",0.90764,0.91285,0.9163,0.93126,0.90569,0.90749,0.91637,0.91172,0.89285,0.90039,0.91834,0.91806,0.9294,0.92086,0.92818,0.91284,0.9241,0.94079,0.93747,0.92325,0.89458,0.89521,0.9121,0.92848,0.8871,0.88525
"P10109",0.91288,0.893221512595982,0.893917549504728,0.88743,0.91669,0.91254,0.894480914752375,0.88216,0.89477,0.89245,0.86852,0.89896,0.90996,0.89384,0.8929,0.87155,0.90595,0.8995,0.90642,0.90188,0.913463656572951,0.91822,0.91541,0.89769,0.91994,0.92929
"P10114",0.93586,0.90118,0.91512,0.89475,0.87235,0.83152,0.92645,0.91239,0.89234,0.91034,0.88875,0.9033,0.88654,0.86557,0.87688,0.88804,0.88984,0.89183,0.88144,0.84655,0.8412,0.85594,0.8417,0.84448,0.82659,0.8276
"P10124",1.1341,1.1613,1.08942,1.16658,1.1247,1.20398,1.11787,1.12557,1.10202,1.09688,1.17774,1.16422,1.11636,1.1219,1.13146,1.14465,1.10116,1.13184,1.14828,1.14464,1.108,1.11775,1.1808,1.14697,1.19019,1.17894
"P10153",1.03734,1.04522,1.01576,1.00032,0.96264,1.06371,1.05339,1.03944,0.98507,0.98638,1.04362,1.05372,1.00796,1.0019,1.03106,1.02178,1.01594,0.99766,1.00835,0.96841,0.94214,0.95939,1.00748,0.96936,1.04491,1.03241
"P10155",1.11099,1.0883,1.09425,1.08193,1.12638,1.12708,1.10746,1.08432,1.1068,1.07776,1.08379,1.08672,1.08754,1.08027,1.08224,1.08182,1.08385,1.08473,1.08417,1.13401,1.1154,1.12446,1.1156,1.13255,1.12507,1.11863
"P10242",0.90969,0.93211,0.91333,0.9308,0.8869,0.92035,0.8998,0.9098,0.89279,0.91744,0.93,0.92785,0.91413,0.89714,0.91133,0.92964,0.91914,0.92715,0.92697,0.87578,0.8833,0.87437,0.89462,0.87766,0.9099,0.90995
"P10253",1.00791,1.01407,1.01938,1.07848,1.05941,1.08212,1.00666,1.01067,0.99146,1.00841,1.01947,1.01677,1.09506,1.08223,1.09114,1.07909,1.08225,1.07547,1.07028,1.074,1.05623,1.0708,1.07021,1.05914,1.0706,1.06695
"P10276",0.91364,0.88767,0.87863,0.97952,0.9113,0.92591,0.91395,0.87377,0.9048,0.9011,0.88533,0.88732,0.98131,0.97557,0.97358,0.95901,0.99173,1.0002,1.00544,0.93845,0.93099,0.95079,0.91059,0.90655,0.91916,0.94384
"P10321",1.16495,1.16876,1.16531,1.17913,1.18853,1.21279,1.16412,1.15193,1.15547,1.11841,1.18015,1.16294,1.15647,1.19624,1.18613,1.18177,1.13997,1.14155,1.14038,1.20349,1.17342,1.18314,1.21007,1.18451,1.18679,1.17451
"P10398",0.97449,0.97063,0.97306,0.97861,0.97109,0.97841,0.97439,0.97288,0.97278,0.9682,0.97078,0.9698,0.98376,0.97441,0.97656,0.97765,0.98297,0.98943,0.98412,0.98548,0.9757,0.97616,0.98553,0.98335,0.97428,0.96825
"P10412",1.35097,1.34333,1.34501,1.31457,1.33821,1.3398,1.33976,1.33286,1.33402,1.34277,1.34874,1.3438,1.3205,1.32793,1.33045,1.33074,1.33172,1.32748,1.31342,1.33928,1.34995,1.33691,1.36011,1.33826,1.34856,1.34047
"P10415",1.06756,1.04912,1.05403,1.05533,1.03814,1.06233,1.05427,1.05063,1.06946,1.05723,1.06935,1.05938,1.03639,1.033,1.04519,1.04545,1.03232,1.05462,1.05296,1.04891,1.04665,1.0497,1.0795,1.06349,1.04821,1.04959
"P10515",1.1334,1.14531,1.13568,1.11502,1.14485,1.14882,1.13365,1.13694,1.13987,1.12912,1.14299,1.13874,1.10328,1.10103,1.0973,1.10058,1.09554,1.11471,1.11443,1.13634,1.13467,1.14185,1.13756,1.14066,1.13828,1.13956
"P10599",1.32183,1.30663,1.31728,1.28332,1.31622,1.29957,1.31367,1.32437,1.32576,1.32462,1.31668,1.31229,1.28918,1.28695,1.29133,1.29423,1.29055,1.27931,1.29183,1.30244,1.30282,1.30014,1.30953,1.318,1.30555,1.30518
"P10606",1.24617,1.24957,1.22533,1.23743,1.25489,1.24841,1.23663,1.23195,1.24892,1.24133,1.24491,1.25308,1.23379,1.22613,1.2287,1.22217,1.24066,1.23651,1.24652,1.24765,1.24159,1.24824,1.25246,1.25619,1.25212,1.25148
"P10619",1.00018,0.99756,1.00405,1.08411,1.03922,1.06843,0.99555,0.98603,1.0024,0.9763,0.99026,0.98927,1.07328,1.07909,1.07683,1.07035,1.06943,1.06884,1.07145,1.04359,1.02548,1.03829,1.0533,1.05868,1.05487,1.04661
"P10620",1.08707,1.09407,1.08292,1.04096,1.09028,1.11238,1.09297,1.07887,1.07302,1.06451,1.08636,1.08018,1.00481,1.00347,0.99821,0.95847,0.98198,1.03349,1.02462,1.09228,1.08566,1.07997,1.10564,1.09456,1.09094,1.09667
"P10644",1.08591,1.07235,1.06712,1.1186,1.14089,1.09887,1.08241,1.06713,1.05396,1.0705,1.05939,1.06647,1.12358,1.11889,1.112,1.12008,1.10755,1.11327,1.11549,1.10966,1.11039,1.11203,1.11834,1.1336,1.10067,1.0928
"P10746",0.99423,0.9767,0.98726,1.01919,0.98602,0.98504,0.98846,0.98894,1.00763,0.98415,0.98339,0.98259,1.01403,1.02496,1.01485,1.02007,1.01155,1.00969,1.00761,0.97461,0.96652,0.97415,0.98881,0.9963,0.97633,0.96701
"P10768",1.18222,1.1897,1.19436,1.17087,1.14683,1.17629,1.18179,1.19103,1.16492,1.18408,1.18457,1.18604,1.16142,1.17035,1.16414,1.16615,1.15199,1.16038,1.156,1.14155,1.14195,1.14164,1.1726,1.14523,1.16738,1.16857
"P10809",1.3073,1.32012,1.31337,1.30829,1.31723,1.31158,1.31009,1.31875,1.31725,1.31958,1.31678,1.32043,1.31138,1.30582,1.29416,1.29188,1.30718,1.31087,1.31374,1.30617,1.31525,1.31875,1.30798,1.31273,1.31753,1.31603
"P11021",1.33682,1.32801,1.32429,1.34815,1.34105,1.35185,1.33427,1.32341,1.32834,1.31982,1.33354,1.33287,1.337,1.33817,1.34127,1.33921,1.3443,1.34161,1.34525,1.35694,1.34488,1.3491,1.35297,1.34238,1.35352,1.34888
"P11049",1.02895,1.0287,1.03728,1.04027,1.05564,1.04529,1.04934,1.03788,1.06796,1.03829,1.03927,1.03539,1.04506,1.03366,1.026,1.0357,1.03039,1.04823,1.04208,1.07498,1.07555,1.0514,1.04543,1.05251,1.0535,1.06376
"P11117",0.94289,0.92858,0.93697,0.93785,0.95867,0.97925,0.94114,0.93758,0.93441,0.93732,0.92354,0.92032,0.94472,0.91923,0.93932,0.94282,0.94161,0.94193,0.91807,0.95869,0.97427,0.97165,0.96791,0.95941,0.98129,0.97616
"P11142",1.34392,1.3506,1.34619,1.34702,1.334,1.34652,1.34699,1.34902,1.34332,1.34474,1.35118,1.35265,1.33891,1.34136,1.34113,1.33847,1.34463,1.3422,1.34648,1.3518,1.34256,1.34551,1.34863,1.34662,1.35254,1.3471
"P11166",1.04887,1.02818,1.03714,1.13212,1.08573,1.09313,1.03823,1.03163,1.02262,1.03552,1.03536,1.03091,1.12745,1.12745,1.12764,1.11845,1.13162,1.13012,1.13561,1.09755,1.09365,1.09583,1.09736,1.0806,1.0874,1.08647
"P11169",1.10391,1.06871,1.08154,0.95418,1.13671,1.1316,1.09065,1.08109,1.06564,1.06889,1.0708,1.06562,0.96332,0.98146,0.98194,0.94877,0.97647,0.93849,0.93835,1.13572,1.13705,1.13736,1.14075,1.12812,1.11744,1.11052
"P11171",1.03697,1.0371,1.02962,1.01398,1.02999,1.03832,1.03908,1.04074,1.05017,1.01855,1.04076,1.0396,0.99508,1.00294,0.99737,1.01405,1.0039,1.00378,1.0004,1.02515,1.03077,1.01791,1.02559,1.02327,1.02816,1.0198
"P11172",1.13931,1.14119,1.14732,1.14096,1.12867,1.13551,1.14367,1.13907,1.13951,1.13887,1.14176,1.14304,1.14249,1.13568,1.13942,1.13888,1.14155,1.14559,1.14934,1.13654,1.13149,1.13295,1.13592,1.14559,1.13611,1.13526
"P11177",1.14314,1.15814,1.13587,1.13942,1.16481,1.14522,1.147,1.15004,1.16816,1.15128,1.1516,1.15468,1.15061,1.14012,1.13081,1.135,1.13811,1.14337,1.14476,1.137,1.14737,1.15424,1.14717,1.15667,1.15762,1.15129
"P11182",1.01918,1.02809,1.0067,1.0014,1.00816,1.00366,1.0146,1.01601,1.02107,1.01484,1.02153,1.02827,1.02013,1.00707,0.99798,1.00923,1.00685,1.01559,1.01586,0.9943,1.0078,1.00905,1.00476,1.00254,1.00963,1.01057
"P11216",1.09274,1.08272,1.07827,1.05296,1.05324,1.05477,1.09784,1.09077,1.08406,1.08163,1.08662,1.0849,1.06653,1.05867,1.06675,1.06834,1.06093,1.05459,1.05596,1.07097,1.05281,1.05865,1.06314,1.06965,1.05203,1.04769
"P11233",0.98805,0.98086,0.95119,1.02714,0.98448,0.9999,0.97847,0.96756,0.99737,0.95853,0.94876,0.99365,0.98476,0.97207,0.98986,0.97173,0.98306,1.00679,1.01768,0.9653,0.95156,0.95178,0.99365,0.94085,0.9643,0.95445
"P11234",1.08453,1.07291,1.07468,1.10003,1.10005,1.10831,1.08922,1.07528,1.08457,1.07132,1.07664,1.07851,1.10881,1.1089,1.10794,1.11173,1.10872,1.10907,1.10926,1.11041,1.0818,1.10531,1.10906,1.11095,1.10163,1.1039
"P11274",0.99358,0.98484,0.98637,1.03674,0.99889,1.00354,0.9948,0.97748,0.95718,0.96747,0.99665,0.99143,1.03267,1.02812,1.03527,1.03112,1.03446,1.03324,1.02884,0.98358,1.00094,0.99151,1.00015,1.01682,0.98889,0.98306
"P11279",1.20098,1.18739,1.18881,1.20633,1.18653,1.19875,1.20028,1.18911,1.17651,1.18492,1.19303,1.19835,1.19795,1.19424,1.20219,1.19708,1.19247,1.19936,1.19704,1.18832,1.17493,1.18284,1.19595,1.19151,1.20086,1.19437
"P11310",1.16037,1.16984,1.15459,1.11241,1.13649,1.14159,1.16507,1.15504,1.17225,1.15166,1.16345,1.16061,1.10585,1.09461,1.08431,1.09886,1.09918,1.11807,1.11611,1.11739,1.12702,1.13603,1.13922,1.12652,1.14376,1.14049
"P11387",1.14538,1.14183,1.14793,1.12309,1.16043,1.1391,1.15103,1.14106,1.14186,1.15377,1.14062,1.14169,1.14529,1.14036,1.1328,1.13707,1.14638,1.14871,1.14515,1.16156,1.17007,1.16644,1.15967,1.1567,1.16165,1.15517
"P11388",1.12104,1.1297,1.14132,1.09972,1.07505,1.09858,1.12199,1.13363,1.1231,1.14039,1.12815,1.1237,1.09141,1.10072,1.08955,1.08656,1.09638,1.1148,1.11806,1.09417,1.10312,1.09329,1.08644,1.07556,1.11477,1.11111
"P11413",1.10949,1.10306,1.09057,1.15784,1.12308,1.12559,1.10545,1.09277,1.0906,1.08714,1.09896,1.10056,1.15893,1.15391,1.1532,1.14856,1.14557,1.16069,1.16032,1.12961,1.11601,1.12662,1.12948,1.12561,1.12609,1.12352
"P11441",1.05101,1.04668,1.05888,1.0736,1.05405,1.06862,1.04898,1.05629,1.04855,1.04393,1.0535,1.05463,1.06951,1.06503,1.08153,1.07042,1.06809,1.06503,1.06565,1.06435,1.06004,1.05605,1.06626,1.06481,1.06247,1.06152
"P11474",0.92917,0.93416,0.90356,0.97041,0.96443,0.94819,0.93855,0.90838,0.94727,0.94057,0.93692,0.93601,0.98581,0.97503,0.98213,0.97084,0.97925,0.99817,1.0099,0.98097,0.98516,0.98467,0.96288,0.95432,0.97709,0.98074
"P11586",1.18972,1.19265,1.1983,1.19504,1.16577,1.19901,1.18918,1.19899,1.19586,1.19997,1.19104,1.19359,1.19096,1.19152,1.18801,1.17976,1.19489,1.19144,1.19748,1.19421,1.19496,1.19459,1.18333,1.17052,1.20279,1.19948
"P11717",1.10458,1.10118,1.09837,1.09075,1.08185,1.08239,1.09683,1.09448,1.10097,1.1016,1.0985,1.10234,1.0919,1.08771,1.0959,1.08839,1.09022,1.08218,1.08597,1.07686,1.07693,1.07609,1.08063,1.07759,1.07723,1.07527
"P11766",1.12159,1.1293,1.1249,1.11305,1.09583,1.10902,1.13653,1.13016,1.13401,1.11872,1.13178,1.13441,1.12125,1.11941,1.12322,1.11529,1.11864,1.12405,1.11973,1.0977,1.09247,1.09479,1.10818,1.11942,1.10718,1.10042
"P11802",0.94586,0.93599,0.92485,0.95129,0.9525,0.94278,0.95537,0.93933,0.9614,0.9383,0.93952,0.93957,0.96005,0.9557,0.95495,0.94653,0.95294,0.95452,0.97713,0.97305,0.95816,0.95921,0.96285,0.98906,0.95509,0.95316
"P11831",0.92168119388526,0.91981,0.91785,0.90001,0.935,0.94479,0.93289,0.91938,0.90942,0.92479,0.91694,0.91026,0.91883,0.9083,0.906958654794106,0.90435,0.90698,0.91716,0.92174056418674,0.94114,0.92473,0.94312,0.92645,0.93699,0.93943,0.94117
"P11908",0.9955,1.00443,1.00747,1.01471,1.02504,1.03913,1.0123,1.00035,0.99272,0.98247,1.02315,1,1.01304,1.01159,1.01671,1.02835,0.99091,1.01653,1.01827,1.05117,1.02697,1.02562,1.05356,1.05754,1.0352,1.01667
"P11940",1.24138,1.25129,1.23974,1.25141,1.22761,1.24033,1.23768,1.23805,1.24004,1.23497,1.2458,1.2432,1.23568,1.23327,1.23629,1.23579,1.23679,1.24938,1.24906,1.24141,1.23947,1.22971,1.24095,1.23384,1.23411,1.22731
"P12004",1.24213,1.24349,1.24453,1.24992,1.20939,1.24065,1.24454,1.25113,1.24202,1.24208,1.24741,1.24528,1.2426,1.24713,1.24429,1.23512,1.2514,1.24506,1.24772,1.2363,1.23259,1.22868,1.22753,1.21702,1.25004,1.24498
"P12074",1.11621,1.12542,1.10102,1.10834,1.13484,1.11953,1.10029,1.10481,1.11542,1.12059,1.09647,1.12225,1.11217,1.09518,1.09072,1.11816,1.1122,1.1111,1.10485,1.11568,1.13407,1.11702,1.11151,1.11201,1.12666,1.12138
"P12081",1.1372,1.14741,1.14541,1.13752,1.13393,1.13027,1.13362,1.14701,1.15673,1.14026,1.14313,1.14766,1.14151,1.13552,1.13746,1.13447,1.13936,1.13566,1.13745,1.1362,1.13179,1.13218,1.13406,1.14157,1.13325,1.12874
"P12236",1.12082,1.14607,1.13465,1.14007,1.11577,1.13763,1.13618,1.14199,1.10959,1.11069,1.14908,1.13474,1.12883,1.15031,1.13906,1.13395,1.11897,1.12571,1.12852,1.12115,1.12183,1.12209,1.14083,1.12224,1.13127,1.11672
"P12259",1.01683,1.02801,0.95248,0.96454,1.00239,1.02412,0.99578,1.0038,0.91506,0.98946,1.0215,1.04033,0.95712,0.94594,0.94001,0.939786950197186,0.91322,0.9655,0.95065,1.01423,1.02747,1.00507,0.97656,1.00235,1.02061,1.00416
"P12268",1.20177,1.20529,1.20813,1.22551,1.20352,1.2157,1.20409,1.20391,1.18535,1.19435,1.20178,1.20753,1.22643,1.22314,1.22271,1.2193,1.22718,1.22465,1.22657,1.2205,1.21709,1.21933,1.21006,1.19221,1.22515,1.22454
"P12270",1.15073,1.14293,1.14592,1.12454,1.13493,1.13879,1.1487,1.13631,1.15089,1.14494,1.14921,1.14854,1.13343,1.13131,1.13225,1.12577,1.13968,1.13332,1.13514,1.14443,1.1402,1.13773,1.13352,1.13102,1.14924,1.14592
"P12277",1.05298,1.05203,1.09348,1.00661,0.89075,0.968155318831231,1.04251,1.08519,1.14706,1.10956,1.03358,1.03431,0.967,0.97358,0.952,0.983285309609015,0.93724,1.00705,1.00519,0.960950684716191,0.88985,0.91214,0.89067,0.956926379070529,0.90578,0.88521
"P12314",0.9455,0.9576,0.94661,0.97187,1.05395,1.06055,0.93713,0.94881,0.96839,0.96614,0.94317,0.93723,0.97636,0.9786,0.97967,0.95937,0.98064,0.96632,0.96889,1.08202,1.0682,1.06901,1.04707,1.05326,1.06458,1.05415
"P12318",0.97138,0.94039,0.94999,0.97502,0.97375,0.99501,0.96892,0.92185,0.93891,0.93267,0.9064,0.93273,0.99418,0.98011,0.99121,0.96772,0.9832,0.96549,0.96181,1.00419,0.992,0.98992,0.97322,0.9772,0.98793,0.9784
"P12694",1.05997,1.07953,1.06428,1.04722,1.04773,1.05152,1.06566,1.05929,1.05186,1.05207,1.07148,1.07395,1.03623,1.03681,1.02697,1.0442,1.02839,1.04629,1.04498,1.02346,1.03485,1.03547,1.04501,1.04204,1.04096,1.03211
"P12755",0.84662,0.82845,0.80076,0.88671,0.82612,0.82149,0.84788,0.79985,0.79998,0.77828,0.82881,0.82363,0.90704,0.89401,0.8956,0.89928,0.91383,0.90776,0.90493,0.83847,0.85653,0.83638,0.82145,0.82355,0.85108,0.84619
"P12814",1.18489,1.18362,1.17361,1.22109,1.20246,1.22689,1.1893,1.18877,1.13802,1.19234,1.1797,1.18273,1.21161,1.21532,1.21865,1.21135,1.21333,1.21386,1.21664,1.22523,1.22042,1.22734,1.22657,1.19899,1.22179,1.22114
"P12955",1.1603,1.16413,1.146,1.17316,1.05458,1.06492,1.15731,1.14861,1.12011,1.14278,1.15913,1.1592,1.16304,1.15798,1.16065,1.1714,1.16242,1.17211,1.17464,1.06962,1.05418,1.06245,1.06151,1.05508,1.05853,1.05592
"P12956",1.23269,1.23553,1.23656,1.23457,1.23183,1.23005,1.24289,1.24371,1.2358,1.24085,1.23635,1.2392,1.23513,1.23842,1.23606,1.23553,1.23764,1.2374,1.23731,1.23289,1.23244,1.23313,1.23894,1.24078,1.23094,1.232
"P13010",1.23985,1.23932,1.24403,1.24084,1.23508,1.23819,1.24533,1.24132,1.23751,1.24002,1.23893,1.2379,1.23496,1.23968,1.2396,1.2414,1.23923,1.246,1.24219,1.23911,1.23245,1.23095,1.24335,1.24599,1.23247,1.22994
"P13051",0.9629,0.98954,0.99381,1.0276,0.99033,0.99114,0.97125,0.98039,0.9763,0.9946,0.97954,0.98516,1.00125,0.99972,1.0056,1.01179,1.01459,1.0359,1.03179,0.978,0.98236,0.98376,0.98838,0.99318,0.99861,0.99359
"P13073",1.24388,1.25298,1.22975,1.2518,1.25972,1.25591,1.24355,1.23588,1.25359,1.24078,1.2563,1.25366,1.2472,1.24777,1.244,1.23825,1.24924,1.24682,1.25466,1.25094,1.25917,1.2563,1.25232,1.25544,1.25732,1.2568
"P13196",0.91201,0.90928,0.91374,0.9357,0.94104,0.94653,0.9013,0.9159,0.92706,0.92261,0.90162,0.90389,0.93904,0.94266,0.92227,0.91966,0.93864,0.94049,0.94229,0.93082,0.94598,0.93806,0.93385,0.93699,0.95975,0.95219
"P13284",1.03044,1.00446,0.94541,1.09645,1.02984,0.96839,1.03221,0.96382,0.99637,0.96303,0.99286,0.99805,1.1099,1.08716,1.09478,1.06998,1.07511,1.08916,1.07191,1.01827,1.01515,1.02101,0.97897,1.00936,1.02623651514598,0.97246
"P13473",0.98037,0.96451,0.9616,0.99788,0.95409,0.98799,0.97463,0.95191,0.96051,0.95997,0.97135,0.97077,0.99749,0.97192,0.99942,0.99347,1.00548,0.99196,0.9948,0.96145,0.96072,0.9689,0.98221,0.96469,0.98711,0.98215
"P13489",1.24742,1.23592,1.23787,1.27133,1.24515,1.25656,1.24566,1.24321,1.24147,1.24213,1.23509,1.23313,1.28087,1.27955,1.27472,1.27843,1.27419,1.26267,1.27155,1.2456,1.24666,1.25308,1.24,1.24124,1.25735,1.25665
